participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.consent,player.condition,player.user_agent_browser,player.user_agent_browser_version,player.user_agent_os,player.user_agent_os_version,player.user_agent_device,player.user_agent_is_bot,player.user_agent_is_mobile,player.user_agent_is_tablet,player.user_agent_is_pc,player.attention_check,player.attention_check_passed,player.q1,player.q2,player.q3,player.q4,player.q5,player.q6,player.self_assesment,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
49,f1asa7zb,,0,0,52,,,,0,,,0.0,49,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
50,eq5pp1mg,,0,0,52,,,,0,,,0.0,50,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
51,omyniqoq,,0,0,52,,,,0,,,0.0,51,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
52,jo9nroex,,0,0,52,,,,0,,,0.0,52,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
53,ct41cifm,,0,0,52,,,,0,,,0.0,53,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
54,7d3lob61,,0,0,52,,,,0,,,0.0,54,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
55,jhmmnva4,,0,0,52,,,,0,,,0.0,55,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
56,1cnjfu0m,,0,0,52,,,,0,,,0.0,56,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
57,n6nfujj3,,0,0,52,,,,0,,,0.0,57,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
58,8yusy32b,,0,0,52,,,,0,,,0.0,58,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
59,1d8xj21h,,0,0,52,,,,0,,,0.0,59,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
60,3bqm5aqw,,0,0,52,,,,0,,,0.0,60,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
61,8486dzvz,,0,0,52,,,,0,,,0.0,61,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
62,h1a3dn0s,,0,0,52,,,,0,,,0.0,62,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
63,on9llogi,,0,0,52,,,,0,,,0.0,63,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
64,lt6mdrnp,,0,0,52,,,,0,,,0.0,64,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
65,2k4bhrpk,,0,0,52,,,,0,,,0.0,65,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
66,jfug4r7f,,0,0,52,,,,0,,,0.0,66,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
67,n16x8e5t,,0,0,52,,,,0,,,0.0,67,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
68,osdgb38x,,0,0,52,,,,0,,,0.0,68,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
69,2dd49ple,,0,0,52,,,,0,,,0.0,69,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
70,48ack9bc,,0,0,52,,,,0,,,0.0,70,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
71,drigjey6,,0,0,52,,,,0,,,0.0,71,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
72,hznw6ycu,,0,0,52,,,,0,,,0.0,72,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
73,2ailk8i3,,0,0,52,,,,0,,,0.0,73,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
74,q8h5ow71,,0,0,52,,,,0,,,0.0,74,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
75,baajhbgv,,0,0,52,,,,0,,,0.0,75,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
76,ul9dmbj3,,0,0,52,,,,0,,,0.0,76,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
77,w8d58a03,,0,0,52,,,,0,,,0.0,77,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
78,rkkrywh1,,0,0,52,,,,0,,,0.0,78,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
79,ruttle2v,,0,0,52,,,,0,,,0.0,79,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
80,1wm1c5gs,,0,0,52,,,,0,,,0.0,80,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
81,l31p44s0,,0,0,52,,,,0,,,0.0,81,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
82,9ak70poz,,0,0,52,,,,0,,,0.0,82,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
83,nwp5iu73,,0,0,52,,,,0,,,0.0,83,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
84,avu4wsqv,,0,0,52,,,,0,,,0.0,84,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
85,pcks59i8,,0,0,52,,,,0,,,0.0,85,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
86,qvqsl2ve,,0,0,52,,,,0,,,0.0,86,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
87,q8ne6vct,,0,0,52,,,,0,,,0.0,87,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
88,89zd75ml,,0,0,52,,,,0,,,0.0,88,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
89,7zsybp9b,,0,0,52,,,,0,,,0.0,89,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
90,xx52u6sc,,0,0,52,,,,0,,,0.0,90,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
91,buu8kdih,,0,0,52,,,,0,,,0.0,91,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
92,ik1zkw0p,,0,0,52,,,,0,,,0.0,92,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
93,hkwjxgzb,,0,0,52,,,,0,,,0.0,93,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
94,y1257nbi,,0,0,52,,,,0,,,0.0,94,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
95,nj35jvq8,,0,0,52,,,,0,,,0.0,95,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
96,ibzaj4wr,,0,0,52,,,,0,,,0.0,96,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
97,zbod0ytc,,0,0,52,,,,0,,,0.0,97,,0.0,,control,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
98,1h62niz1,,0,0,52,,,,0,,,0.0,98,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
99,86mkxrj5,,0,0,52,,,,0,,,0.0,99,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
100,yijuv5tx,,0,0,52,,,,0,,,0.0,100,,0.0,,treatment,,,,,,,,,,,,,,,,,,,m5x4bbn3,,,,,0
1,i3hwzzrq,,0,2,4,intro,Instructions,2026-01-15 17:50:04.361487,1,,,0.0,1,,0.0,1,control,Edge,143.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,,,,,,,,,,qmul4ghe,,,,,1
1,rq5e59hm,,0,2,52,intro,Instructions,2026-01-16 09:47:08.415643,1,,,0.0,1,,0.0,1,control,Chrome,143.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,,,,,,,,,,603ru2b6,,,,,1
1,alxebyg8,,0,0,52,,,,0,,,0.0,1,,0.0,,control,,,,,,,,,,,,,,,,,,,kn9b7bny,,,,,1
1,gvy8ij96,5e5a96f5a2f2c528edf70f6e,0,52,52,post_exp,FinalForProlific,2026-01-16 18:51:50.746845,1,,,116.81,1,,0.0,1,control,Chrome,143.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,4,f59wr1o5,,,,,0
2,wd9u8ggd,5c60501d767686000100150c,0,2,52,intro,Instructions,2026-01-16 18:51:51.324920,1,,,0.0,2,,0.0,1,treatment,Chrome,143.0.0,Windows,10,Other,0,0,0,1,,,,,,,,,,f59wr1o5,,,,,0
3,vpvxw7lp,5f4380bb7ca9ca5ca407fc04,0,3,52,intro,comprehensionQuestions,2026-01-16 18:53:03.679107,1,,,0.0,3,,0.0,1,treatment,Chrome,141.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,,,,,,,,,,f59wr1o5,,,,,0
4,hsiyp0mp,613f0ce7ced87b6731521401,0,6,52,main,Trade,2026-01-16 18:53:07.504789,1,,,0.0,4,,0.0,1,treatment,Firefox,115.0,Mac OS X,10.14,Mac,0,0,0,1,third_option,1,,,,,,,1,f59wr1o5,,,,,0
5,2fllsvx6,6928a52eb70700f096aea6f3,0,52,52,post_exp,FinalForProlific,2026-01-16 18:53:13.849510,1,,,117.1,5,,0.0,1,control,Chrome Mobile,138.0.0,Android,10,K,0,1,0,0,third_option,1,,,,,,,9,f59wr1o5,,,,,0
6,q8d1h0qe,695bce3ec5772551dc8f7fd8,0,52,52,post_exp,FinalForProlific,2026-01-16 18:53:20.030259,1,,,107.35,6,,0.0,1,treatment,Edge,143.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,f59wr1o5,,,,,0
7,vqhyvzfz,5f627ea43a49581b4438a944,0,52,52,post_exp,FinalForProlific,2026-01-16 18:54:39.677385,1,,,109.88,7,,0.0,1,treatment,Chrome Mobile,143.0.0,Android,10,K,0,1,0,0,third_option,1,,,,,,,7,f59wr1o5,,,,,0
8,2gtnau8a,63cd461c5f597e27b2a054fb,0,52,52,post_exp,FinalForProlific,2026-01-16 18:54:58.198376,1,,,112.13,8,,0.0,1,treatment,Chrome,144.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,f59wr1o5,,,,,0
9,bym101bb,6942f2b4e51cd5b64c118b60,0,3,52,intro,comprehensionQuestions,2026-01-16 18:55:11.255089,1,,,0.0,9,,0.0,1,control,Chrome,143.0.0,Windows,10,Other,0,0,0,1,,,,,,,,,,f59wr1o5,,,,,0
10,qg7a9k42,6781163e42dd9b1176a29412,0,52,52,post_exp,FinalForProlific,2026-01-16 18:55:35.024205,1,,,107.43,10,,0.0,1,treatment,Edge Mobile,143.0.0,Android,10,K,0,1,0,0,third_option,1,,,,,,,5,f59wr1o5,,,,,0
11,oog8gvlz,627be8df969ba21063c8a31f,0,49,52,post_exp,Demographics,2026-01-16 18:56:07.244958,1,,,1232.65,11,,0.0,1,treatment,Mobile Safari,26.1,iOS,18.7,iPhone,0,1,0,0,third_option,1,,,,,,,6,f59wr1o5,,,,,0
12,2urppub6,,0,0,52,,,,0,,,0.0,12,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
13,hvfzx4nm,,0,0,52,,,,0,,,0.0,13,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
14,86o34qla,,0,0,52,,,,0,,,0.0,14,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
15,qcccc0ni,,0,0,52,,,,0,,,0.0,15,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
16,8j9mh434,,0,0,52,,,,0,,,0.0,16,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
17,jjf6gje6,,0,0,52,,,,0,,,0.0,17,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
18,9qr9x8qn,,0,0,52,,,,0,,,0.0,18,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
19,ocj47zvg,,0,0,52,,,,0,,,0.0,19,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
20,9i64hbad,,0,0,52,,,,0,,,0.0,20,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
21,hej0boe2,,0,0,52,,,,0,,,0.0,21,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
22,kcmyced6,,0,0,52,,,,0,,,0.0,22,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
23,3kkywk74,,0,0,52,,,,0,,,0.0,23,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
24,j6r8xosl,,0,0,52,,,,0,,,0.0,24,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
25,o3kamtqo,,0,0,52,,,,0,,,0.0,25,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
26,p94npy8w,,0,0,52,,,,0,,,0.0,26,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
27,xa67uxyy,,0,0,52,,,,0,,,0.0,27,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
28,75wt3tke,,0,0,52,,,,0,,,0.0,28,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
29,xmji8qp1,,0,0,52,,,,0,,,0.0,29,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
30,anevy7ns,,0,0,52,,,,0,,,0.0,30,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
31,gngpynt4,,0,0,52,,,,0,,,0.0,31,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
32,avwjjxvf,,0,0,52,,,,0,,,0.0,32,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
33,wxyxxypu,,0,0,52,,,,0,,,0.0,33,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
34,cpoxk29e,,0,0,52,,,,0,,,0.0,34,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
35,g36fmm5u,,0,0,52,,,,0,,,0.0,35,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
36,v29ih8sb,,0,0,52,,,,0,,,0.0,36,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
37,a19v8ocd,,0,0,52,,,,0,,,0.0,37,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
38,701gwkdk,,0,0,52,,,,0,,,0.0,38,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
39,pja000wl,,0,0,52,,,,0,,,0.0,39,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
40,qi5u1lcj,,0,0,52,,,,0,,,0.0,40,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
41,6atj1tes,,0,0,52,,,,0,,,0.0,41,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
42,dty7r31y,,0,0,52,,,,0,,,0.0,42,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
43,zb1hp6i3,,0,0,52,,,,0,,,0.0,43,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
44,u0q9wuk7,,0,0,52,,,,0,,,0.0,44,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
45,16grawxk,,0,0,52,,,,0,,,0.0,45,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
46,2xpa4miw,,0,0,52,,,,0,,,0.0,46,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
47,7avrv0x8,,0,0,52,,,,0,,,0.0,47,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
48,81fa209x,,0,0,52,,,,0,,,0.0,48,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
49,fwarlwb9,,0,0,52,,,,0,,,0.0,49,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
50,fpkna0r4,,0,0,52,,,,0,,,0.0,50,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
51,0r963acu,,0,0,52,,,,0,,,0.0,51,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
52,ej8ms66y,,0,0,52,,,,0,,,0.0,52,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
53,279i2dnu,,0,0,52,,,,0,,,0.0,53,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
54,6xxbizze,,0,0,52,,,,0,,,0.0,54,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
55,wxdys81c,,0,0,52,,,,0,,,0.0,55,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
56,f6j64zyd,,0,0,52,,,,0,,,0.0,56,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
57,2k37rshj,,0,0,52,,,,0,,,0.0,57,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
58,eemsyyvd,,0,0,52,,,,0,,,0.0,58,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
59,yk9jtwyn,,0,0,52,,,,0,,,0.0,59,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
60,lijc5wmw,,0,0,52,,,,0,,,0.0,60,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
61,l9iehqz9,,0,0,52,,,,0,,,0.0,61,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
62,gd5sx8o8,,0,0,52,,,,0,,,0.0,62,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
63,xbfa9tls,,0,0,52,,,,0,,,0.0,63,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
64,7q0s1ctr,,0,0,52,,,,0,,,0.0,64,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
65,dmgrfjat,,0,0,52,,,,0,,,0.0,65,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
66,8qo0cp6w,,0,0,52,,,,0,,,0.0,66,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
67,fq40u0yk,,0,0,52,,,,0,,,0.0,67,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
68,bdy75hkr,,0,0,52,,,,0,,,0.0,68,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
69,zyuu4d1u,,0,0,52,,,,0,,,0.0,69,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
70,c107c2k3,,0,0,52,,,,0,,,0.0,70,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
71,7a4q2tgn,,0,0,52,,,,0,,,0.0,71,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
72,7er91m05,,0,0,52,,,,0,,,0.0,72,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
73,dy04q7ox,,0,0,52,,,,0,,,0.0,73,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
74,15up1t4w,,0,0,52,,,,0,,,0.0,74,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
75,tz615fwl,,0,0,52,,,,0,,,0.0,75,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
76,sdht5qcz,,0,0,52,,,,0,,,0.0,76,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
77,470pkqd8,,0,0,52,,,,0,,,0.0,77,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
78,dgj6eaup,,0,0,52,,,,0,,,0.0,78,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
79,r6ry6sg2,,0,0,52,,,,0,,,0.0,79,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
80,rpuyoor7,,0,0,52,,,,0,,,0.0,80,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
81,oump7899,,0,0,52,,,,0,,,0.0,81,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
82,un4ih5t8,,0,0,52,,,,0,,,0.0,82,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
83,n34ezw0j,,0,0,52,,,,0,,,0.0,83,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
84,jl69jbo1,,0,0,52,,,,0,,,0.0,84,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
85,5hcmv3kz,,0,0,52,,,,0,,,0.0,85,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
86,akupdrze,,0,0,52,,,,0,,,0.0,86,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
87,ptw2zbjw,,0,0,52,,,,0,,,0.0,87,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
88,qoi3cqe4,,0,0,52,,,,0,,,0.0,88,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
89,27rihizf,,0,0,52,,,,0,,,0.0,89,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
90,qujcr2jz,,0,0,52,,,,0,,,0.0,90,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
91,7ls7dwxq,,0,0,52,,,,0,,,0.0,91,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
92,c76ccxy3,,0,0,52,,,,0,,,0.0,92,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
93,orxtn54l,,0,0,52,,,,0,,,0.0,93,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
94,berujqif,,0,0,52,,,,0,,,0.0,94,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
95,kmr8tm22,,0,0,52,,,,0,,,0.0,95,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
96,dq4kwv4f,,0,0,52,,,,0,,,0.0,96,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
97,gbkd1j3z,,0,0,52,,,,0,,,0.0,97,,0.0,,control,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
98,qlvu4aoe,,0,0,52,,,,0,,,0.0,98,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
99,jekvoddd,,0,0,52,,,,0,,,0.0,99,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
100,sdw9ndb9,,0,0,52,,,,0,,,0.0,100,,0.0,,treatment,,,,,,,,,,,,,,,,,,,f59wr1o5,,,,,0
1,8vom6hlj,5f6f2da91b5cc64887afd65d,0,52,52,post_exp,FinalForProlific,2026-01-16 18:56:55.878126,1,,,112.96,1,,0.0,1,control,Chrome,143.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,7,ccfpv55r,,,,,0
2,rf17qm84,58b20a24c352cc0001ed554b,0,52,52,post_exp,FinalForProlific,2026-01-16 18:57:02.749942,1,,,111.02,2,,0.0,1,treatment,Chrome,132.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,8,ccfpv55r,,,,,0
3,g4dnuwu8,5de4eec72cf204481c6e5c1e,0,52,52,post_exp,FinalForProlific,2026-01-16 18:57:44.177549,1,,,111.53,3,,0.0,1,treatment,Firefox,147.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,3,ccfpv55r,,,,,0
4,6yrprkow,63d79fcd741f9cfb2f87152f,0,52,52,post_exp,FinalForProlific,2026-01-16 18:57:47.488932,1,,,110.97,4,,0.0,1,treatment,Chrome,143.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,3,ccfpv55r,,,,,0
5,gi2x49bp,58bef6fd31de840001e84ba0,0,52,52,post_exp,FinalForProlific,2026-01-16 18:57:50.116406,1,,,111.31,5,,0.0,1,control,Firefox,147.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,1,ccfpv55r,,,,,0
6,qsesx6mq,5b5f23420085cb0001872849,0,52,52,post_exp,FinalForProlific,2026-01-16 18:57:53.769992,1,,,110.34,6,,0.0,1,treatment,Samsung Internet,29.0,Android,10,K,0,1,0,0,third_option,1,,,,,,,5,ccfpv55r,,,,,0
7,85in69se,5dede922ad51834919f11f91,0,52,52,post_exp,FinalForProlific,2026-01-16 18:57:54.068808,1,,,107.92,7,,0.0,1,treatment,Chrome,143.0.0,Chrome OS,14541.0.0,Other,0,0,0,1,third_option,1,,,,,,,5,ccfpv55r,,,,,0
8,5vtef022,6729818223860b3325538705,0,52,52,post_exp,FinalForProlific,2026-01-16 18:57:54.752247,1,,,110.1,8,,0.0,1,treatment,Chrome,143.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,4,ccfpv55r,,,,,0
9,erlmn7m3,5a6d3a19e6cc4a0001b6c47a,0,52,52,post_exp,FinalForProlific,2026-01-16 18:58:14.504923,1,,,137.38,9,,0.0,1,control,Chrome,143.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,ccfpv55r,,,,,0
10,lbduh73m,67ace31300abf1fb686b8ce1,0,52,52,post_exp,FinalForProlific,2026-01-16 18:59:39.071425,1,,,108.09,10,,0.0,1,treatment,Chrome,134.0.0,Windows,10,Other,0,0,0,1,third_option,1,,,,,,,8,ccfpv55r,,,,,0
11,3jitsh3a,66c0f464e0ff62798027b486,0,52,52,post_exp,FinalForProlific,2026-01-16 18:59:56.892442,1,,,123.59,11,,0.0,1,treatment,Chrome,138.0.0,Chrome OS,14541.0.0,Other,0,0,0,1,third_option,1,,,,,,,7,ccfpv55r,,,,,0
12,6rga2yo9,6089cbd9050f134be06a1d04,0,52,52,post_exp,FinalForProlific,2026-01-16 19:00:28.002350,1,,,118.34,12,,0.0,1,treatment,Chrome,143.0.0,Mac OS X,10.15.7,Mac,0,0,0,1,third_option,1,,,,,,,3,ccfpv55r,,,,,0
